,yield,y_classider,y_regression
2015-12-01 22:00:00,0.0,0.0,0.0
2014-04-24 20:00:00,0.0,0.0,0.0
2015-03-31 10:00:00,0.0,0.0,0.0
2015-10-10 06:00:00,0.0,0.0,0.0
2014-05-02 14:00:00,0.0,0.0,0.0
2015-02-24 20:00:00,0.0,0.0,0.0
2014-06-08 02:00:00,0.0,0.0,0.0
2014-06-02 04:00:00,0.0,0.0,0.0
2014-10-02 14:00:00,0.0,0.0,0.0
2015-03-29 20:00:00,0.0,0.0,0.0
2014-04-05 08:00:00,0.0,0.0,0.0
2014-10-20 00:00:00,0.0,0.0,0.0
2014-03-28 18:00:00,1.630434783,1.0,9.6042363433
2014-06-05 10:00:00,0.0,0.0,0.0
2014-06-30 22:00:00,0.0,0.0,0.0
2014-08-26 02:00:00,0.0,0.0,0.0
2015-08-31 04:00:00,0.0,0.0,0.0
2015-10-17 14:00:00,0.0,0.0,0.0
2013-12-02 08:00:00,0.0,0.0,0.0
2014-03-03 12:00:00,0.0,0.0,0.0
2015-08-16 06:00:00,0.0,0.0,0.0
2014-02-16 10:00:00,4.382664437,1.0,1.3517279821
2014-05-07 10:00:00,0.0,0.0,0.0
2014-08-18 14:00:00,0.0,0.0,0.0
2015-09-19 08:00:00,0.0,0.0,0.0
2015-01-12 04:00:00,0.0,0.0,0.0
2014-06-03 18:00:00,0.0,0.0,0.0
2014-06-29 16:00:00,0.0,0.0,0.0
2014-01-11 06:00:00,0.0,0.0,0.5560200668
2015-10-11 16:00:00,0.00696767,1.0,0.2431716834
2015-08-14 20:00:00,0.0,0.0,0.0
2014-05-12 22:00:00,0.0,0.0,0.0
2014-09-14 02:00:00,0.0,0.0,0.0515607581
2014-05-01 22:00:00,0.0,0.0,0.0
2015-11-21 18:00:00,5.95735786,1.0,2.6484113713
2015-10-01 14:00:00,0.0,0.0,0.0
2014-10-01 16:00:00,0.0,0.0,0.0
2014-08-02 04:00:00,30.33723523,1.0,10.179069119
2014-05-02 18:00:00,0.0,0.0,0.0
2015-08-18 18:00:00,0.0,0.0,0.0780379041
2014-02-17 02:00:00,24.62374582,1.0,9.7157190632
2015-08-15 22:00:00,0.0,0.0,0.0
2014-02-03 14:00:00,0.09057971,1.0,0.7922240802
2014-01-15 10:00:00,0.0,0.0,0.0
2014-03-08 16:00:00,0.0,0.0,0.2076365664
2014-09-15 10:00:00,0.0,0.0,0.0
2015-01-12 22:00:00,0.0,0.0,0.142838912433
2014-08-09 06:00:00,0.0,0.0,0.0
2015-03-09 14:00:00,0.0,0.0,0.0
2015-08-31 06:00:00,0.0,0.0,0.0
2015-10-31 14:00:00,0.0,0.0,0.0
2014-06-28 20:00:00,0.0,0.0,0.0
2014-04-18 08:00:00,3.490802676,1.0,4.0064102569
2014-09-12 04:00:00,0.0,0.0,0.0
2015-03-14 20:00:00,0.0,0.0,0.0
2015-11-11 00:00:00,0.0,0.0,0.0
2015-10-21 16:00:00,0.0,0.0,0.0
2014-09-10 16:00:00,0.0,0.0,0.0
2014-06-25 14:00:00,0.0,0.0,0.1156633223
2014-07-06 18:00:00,0.25083612,1.0,0.1428372352
2015-11-20 10:00:00,0.0,0.0,0.0
2014-02-26 04:00:00,0.0,0.0,0.0
2015-02-06 22:00:00,5.504459309,1.0,5.1086956523
2015-03-10 22:00:00,0.0,0.0,0.0
2014-06-09 14:00:00,0.0,0.0,0.0
2014-09-15 22:00:00,0.0,0.0,0.0
2014-02-03 10:00:00,2.961259755,1.0,8.10897436
2013-11-29 20:00:00,0.0,0.0,0.0
2014-03-29 20:00:00,5.142140468,1.0,1.9648829434
2015-01-15 02:00:00,0.0,0.0,0.0
2015-03-08 02:00:00,0.0,0.0,0.0
2015-02-19 18:00:00,0.0,0.0,0.2912486064
2014-01-22 12:00:00,0.2787068,1.0,0.4967948718
2015-10-22 14:00:00,0.0,0.0,0.018115942
2015-11-06 06:00:00,0.0,0.0,0.0
2013-12-12 10:00:00,0.0,0.0,0.0
2015-10-20 12:00:00,0.00696767,1.0,0.1804626534
2015-09-25 22:00:00,0.0,0.0,0.0
2014-08-23 16:00:00,0.0,0.0,0.0
2015-11-18 06:00:00,0.0,0.0,0.0
2014-04-03 16:00:00,0.0,0.0,0.0
2014-10-08 14:00:00,0.0,0.0,0.0
2013-12-01 12:00:00,0.00696767,0.0,0.0
2015-10-03 04:00:00,0.0,0.0,0.0
2014-05-01 10:00:00,0.0,0.0,0.0
2015-01-26 18:00:00,0.0,0.0,0.0
2015-10-17 16:00:00,0.0,1.0,0.1734949833
2014-04-03 02:00:00,10.88350056,1.0,13.0128205129
2014-02-04 04:00:00,3.511705686,1.0,9.7840022307
2014-07-19 16:00:00,0.0,0.0,0.0
2015-11-07 08:00:00,0.0,0.0,0.0
2014-01-10 06:00:00,0.0,0.0,0.0961555233329
2014-03-08 18:00:00,0.0,0.0,0.0
2014-08-01 18:00:00,0.557413601,0.0,0.2313266443
2015-01-26 10:00:00,0.0,0.0,0.0
2014-04-21 12:00:00,0.0,1.0,0.2438684504
2014-09-27 02:00:00,0.0,0.0,0.0
2014-04-12 20:00:00,0.0,0.0,0.0
2015-01-08 18:00:00,0.0,0.0,0.0
2014-08-27 18:00:00,0.0,0.0,0.0
2015-02-25 08:00:00,0.0,0.0,0.0
2014-03-22 22:00:00,0.0,0.0,0.0
2014-02-23 20:00:00,0.0,0.0,0.1532887402
2015-10-20 20:00:00,0.0,0.0,0.022993311
2015-09-28 06:00:00,0.0,0.0,0.0
2015-02-13 14:00:00,0.438963211,1.0,1.3914437014
2014-06-18 18:00:00,1.553790412,1.0,1.1545429209
2015-03-13 06:00:00,0.0,0.0,0.0
2014-01-01 22:00:00,0.0,0.0,0.0
2015-01-17 10:00:00,0.0,0.0,0.4368729096
2013-12-24 12:00:00,0.0,0.0,0.0
2014-03-22 08:00:00,0.0,0.0,0.0
2014-09-24 12:00:00,0.0,0.0,0.0
2014-07-10 02:00:00,0.0,0.0,0.0
2014-04-01 06:00:00,0.0,0.0,0.0
2015-10-12 20:00:00,2.814938685,1.0,4.6195652172
2013-12-21 00:00:00,0.0,0.0,0.0
2014-08-20 16:00:00,0.0,0.0,0.0
2015-08-12 06:00:00,0.0,0.0,0.0
2015-12-01 14:00:00,0.0,0.0,0.0125442414149
2014-05-01 14:00:00,0.0,0.0,0.0
2014-03-08 00:00:00,0.0,0.0,0.0
2015-09-21 04:00:00,0.0,0.0,0.0
2015-09-23 12:00:00,0.0,0.0,0.0
2015-01-06 18:00:00,0.0,0.0,0.0
2015-10-09 02:00:00,0.0,1.0,0.1776755852
2015-08-21 10:00:00,0.0,0.0,0.0
2014-03-23 04:00:00,0.0,0.0,0.0
2014-04-03 14:00:00,0.0,0.0,0.0
2015-12-21 16:00:00,0.0,0.0,0.0
2014-10-23 04:00:00,0.0,0.0,0.0
2015-10-20 00:00:00,0.536510591,1.0,5.7657469338
2014-07-07 06:00:00,11.56633222,1.0,12.05197882
2015-01-11 22:00:00,0.0,0.0,0.0
2015-08-17 20:00:00,8.646878484,1.0,5.730211817
2015-11-10 20:00:00,0.0,0.0,0.0
2014-07-08 06:00:00,0.0,0.0,0.0
2015-08-22 18:00:00,0.0,0.0,0.0
2015-12-02 04:00:00,0.0,0.0,0.0
2015-11-02 06:00:00,0.536510591,1.0,3.3068561874
2015-10-02 08:00:00,0.0,0.0,0.0
2014-12-17 04:00:00,0.0,0.0,0.0
2014-05-10 12:00:00,0.0,0.0,0.0
2014-09-05 10:00:00,0.0,0.0,0.0
2014-06-11 22:00:00,0.0,0.0,0.0
2014-08-18 00:00:00,0.0,0.0,0.0
2014-12-05 10:00:00,0.0,1.0,0.4480211817
2014-04-06 06:00:00,0.0,0.0,0.0
2013-12-09 12:00:00,0.0,0.0,0.0
2015-01-10 16:00:00,0.0,0.0,0.0
2015-11-13 16:00:00,0.0,0.0,0.0
2015-11-18 08:00:00,0.0,0.0,0.0
2015-10-14 02:00:00,4.027313266,1.0,10.3072742461
2014-08-09 04:00:00,0.0,0.0,0.0
2015-09-25 08:00:00,0.0,0.0,0.0
2014-08-15 10:00:00,0.0,0.0,0.0
2015-03-30 22:00:00,0.0,0.0,0.0
2015-01-28 18:00:00,1.714046823,1.0,1.6924470456
2014-05-20 06:00:00,0.0,0.0,0.2166945373
2014-03-12 16:00:00,2.104236343,1.0,5.7065217395
2015-11-07 04:00:00,0.0,0.0,0.0
2014-07-21 18:00:00,0.0,0.0,0.0
2014-09-10 04:00:00,0.0,0.0,0.0
2015-01-07 02:00:00,0.0,0.0,0.0
2014-04-18 14:00:00,0.0,0.0,0.0
2014-08-05 18:00:00,0.0,0.0,0.0
2014-09-07 08:00:00,0.0,0.0,0.0
2015-03-16 06:00:00,0.0,0.0,0.0
2014-09-30 16:00:00,0.0,0.0,0.0
2014-02-04 06:00:00,0.03483835,1.0,0.8632943143
2014-12-18 00:00:00,0.0,0.0,0.0
2014-10-29 14:00:00,0.0,0.0,0.0
2015-08-16 12:00:00,0.0,0.0,0.0
2014-06-06 16:00:00,0.0,0.0,0.0
2015-10-02 04:00:00,0.0,0.0,0.0
2014-12-25 16:00:00,0.0,0.0,0.0
2015-01-14 04:00:00,0.0,0.0,0.0
2014-04-04 20:00:00,0.0,0.0,0.0
2014-04-06 20:00:00,0.0,0.0,0.0
2014-09-10 18:00:00,0.0,0.0,0.0
2014-06-02 16:00:00,0.0,0.0,0.0
2014-10-07 08:00:00,0.0,0.0,0.0
2015-09-05 18:00:00,0.0,0.0,0.0
2014-08-23 22:00:00,0.0,0.0,0.0
2015-11-23 00:00:00,7.810758083,1.0,1.2813545151
2013-12-26 12:00:00,8.542363434,1.0,5.9260033451
2014-01-29 02:00:00,9.685061316,1.0,5.1358695653
2014-01-14 12:00:00,0.0,0.0,0.672860685
2014-04-11 16:00:00,0.0,0.0,0.0
2015-01-31 20:00:00,20.30379041,1.0,19.820234112
2014-03-08 04:00:00,0.0,0.0,0.0
2014-03-19 22:00:00,0.0,0.0,0.0
2013-12-20 10:00:00,0.982441472,0.0,1.8318004459
2013-12-27 00:00:00,0.0,1.0,0.4724080268
2014-05-14 18:00:00,0.0,0.0,0.0
2014-09-04 16:00:00,0.0,0.0,0.0
2014-04-04 10:00:00,0.0,0.0,0.0
2014-07-20 16:00:00,0.0,0.0,0.0
2014-10-06 22:00:00,0.0,0.0,0.0
2014-01-09 08:00:00,0.0,0.0,0.0
2015-08-03 22:00:00,0.0,0.0,0.0
2015-10-01 06:00:00,0.0,0.0,0.0
2014-04-26 08:00:00,0.0,0.0,0.0
2014-01-28 00:00:00,0.0,0.0,0.0
2014-10-04 18:00:00,0.0,0.0,0.0
2015-10-20 18:00:00,0.0,0.0,0.0
2014-07-08 18:00:00,0.0,0.0,0.0
2014-08-07 16:00:00,0.0,0.0,0.0
2013-12-26 18:00:00,13.09225195,1.0,12.4477424767
2014-04-03 06:00:00,5.692586399,1.0,8.5005574136
2014-01-10 12:00:00,0.02090301,0.0,0.0
2015-08-25 06:00:00,0.0,0.0,0.0
2014-04-21 18:00:00,4.549888517,1.0,11.7203177259
2015-03-16 10:00:00,0.0,0.0,0.0
2015-03-03 12:00:00,0.0,0.0,0.0
2015-08-14 00:00:00,0.0,0.0,0.0
2014-12-28 22:00:00,5.539297659,1.0,8.1500836123
2015-08-25 20:00:00,0.0,1.0,1.1531493869
2014-02-04 12:00:00,0.0,0.0,0.9253065774
2013-12-12 06:00:00,0.0,0.0,0.0
2014-04-03 08:00:00,1.581661093,1.0,2.1606744704
2014-06-25 20:00:00,22.91666667,1.0,12.2519509457
2014-09-09 12:00:00,0.0,0.0,0.0
2013-12-20 06:00:00,5.657748049,1.0,6.2883221858
2014-04-09 14:00:00,0.0,0.0,0.0
2014-08-25 06:00:00,0.0,0.0,0.0
2014-08-09 12:00:00,0.0,0.0,0.0
2015-02-16 06:00:00,0.0,1.0,1.5600613155
2014-10-16 12:00:00,0.00696767,0.0,0.0
2015-08-25 14:00:00,0.0,0.0,0.0
2015-12-18 20:00:00,0.0,0.0,0.0
2014-01-21 08:00:00,0.0,0.0,0.0
2014-06-21 12:00:00,0.0,0.0,0.0
2015-09-28 16:00:00,0.0,1.0,1.0611761426
2014-09-26 06:00:00,0.0,0.0,0.0
2014-04-20 08:00:00,6.36148272,1.0,12.0143533993
2013-12-24 02:00:00,0.0,0.0,0.0
2015-10-19 12:00:00,0.0,0.0,0.0
2015-12-03 14:00:00,0.0,0.0,0.0
2014-09-04 08:00:00,0.0,0.0,0.0
2015-12-01 12:00:00,0.0,0.0,0.0
2014-08-09 10:00:00,0.0,0.0,0.0
2014-04-18 16:00:00,0.04877369,0.0,0.0
2014-09-05 20:00:00,0.0,0.0,0.0
2014-08-22 00:00:00,0.0,0.0,0.0
2014-02-22 08:00:00,0.0,0.0,0.0
2015-11-05 06:00:00,0.0,0.0,0.0
2014-12-01 06:00:00,9.434225195,1.0,8.8405797103
2014-01-17 06:00:00,8.131270903,1.0,6.8701226305
2013-11-29 06:00:00,0.0,0.0,0.0
2014-01-16 14:00:00,0.29960981,1.0,1.0681438128
2014-02-04 22:00:00,0.0,0.0,0.0
2014-07-15 04:00:00,0.0,0.0,0.0
2014-04-05 18:00:00,0.0,0.0,0.0
2014-08-24 02:00:00,0.0,0.0,0.0
2014-01-27 02:00:00,0.0,0.0,0.0
2015-03-07 18:00:00,0.0,0.0,0.0
2014-01-22 06:00:00,4.933110368,1.0,1.7356465996
2015-08-13 10:00:00,0.0,0.0,0.0
2014-07-16 04:00:00,0.0,0.0,0.0
2015-12-21 02:00:00,0.0,0.0,0.0
2014-08-03 08:00:00,0.0,0.0,0.081521739
2014-03-16 02:00:00,0.0,0.0,0.0
2015-11-10 18:00:00,0.0,0.0,0.0
2014-04-23 10:00:00,0.0,0.0,0.0
2013-12-30 16:00:00,0.0,0.0,0.0
2014-08-30 06:00:00,0.0,0.0,0.0
2014-04-06 22:00:00,0.0,0.0,0.0
2014-04-27 16:00:00,0.0,0.0,0.0
2014-10-28 20:00:00,0.0,0.0,0.0
2015-12-03 18:00:00,0.0,0.0,0.0
2014-08-16 20:00:00,0.0,0.0,0.0
2015-09-10 22:00:00,0.0,0.0,0.0
2014-03-21 10:00:00,0.00696767,0.0,0.0
2015-11-06 00:00:00,0.0,0.0,0.0
2014-02-23 16:00:00,0.0,0.0,0.036231884
2014-07-15 10:00:00,0.0,0.0,0.0
2015-10-22 06:00:00,1.470178372,1.0,0.8841973243
2014-08-09 18:00:00,0.0,0.0,0.0
2015-08-24 16:00:00,0.0,0.0,0.0
2015-11-27 20:00:00,0.0,0.0,0.0
2015-09-21 18:00:00,0.0,0.0,0.0
2014-06-30 06:00:00,0.0,0.0,0.0
2014-09-06 10:00:00,0.0,0.0,0.0
2014-03-08 10:00:00,0.0,0.0,0.0
2014-09-13 16:00:00,0.0,0.0,0.0
2014-02-18 20:00:00,3.051839465,1.0,10.1553790423
2013-11-29 08:00:00,0.0,0.0,0.0
2015-12-08 14:00:00,0.0,0.0,0.0
2014-06-16 16:00:00,5.399944259,1.0,0.041109253
2015-08-31 08:00:00,0.0,0.0,0.0
2014-02-17 06:00:00,15.12681159,1.0,7.1989966548
2013-12-26 06:00:00,10.01950948,1.0,5.393673355
2014-04-25 12:00:00,0.0,0.0,0.0
2015-10-30 18:00:00,0.0,0.0,0.3664994425
2014-03-12 12:00:00,0.0,0.0,0.3867056857
2015-09-06 22:00:00,0.0,0.0,0.0
2015-02-20 16:00:00,0.00696767,0.0,0.0
2015-08-15 14:00:00,0.0,0.0,0.0
2015-02-05 08:00:00,0.0,1.0,3.0466137126
2014-09-18 08:00:00,0.0,0.0,0.1107859533
2014-01-07 12:00:00,0.0,0.0,0.0
2013-12-09 06:00:00,0.0,0.0,0.0
2015-02-14 14:00:00,0.0,0.0,0.0
2014-09-06 04:00:00,0.0,0.0,0.0
2015-09-22 22:00:00,0.0,0.0,0.0
2014-06-25 22:00:00,22.909699,1.0,12.7389910811
2015-09-11 06:00:00,0.0,0.0,0.0
2015-10-20 06:00:00,0.982441472,1.0,5.8688684505
2015-10-31 08:00:00,0.02787068,1.0,3.8649665552
2014-04-08 16:00:00,0.0,0.0,0.0
2014-12-16 22:00:00,0.0,0.0,0.023690078
2014-05-11 08:00:00,0.0,0.0,0.0
2014-05-17 16:00:00,0.0,0.0,0.0
2014-08-22 12:00:00,0.0,0.0,0.0
2013-12-30 06:00:00,0.0,0.0,0.0
2014-03-28 04:00:00,0.0,1.0,2.1878483834
2015-02-20 18:00:00,6.50083612,1.0,11.2123745829
2014-10-26 10:00:00,0.0,0.0,0.0
2014-05-20 10:00:00,0.0,0.0,0.0
2014-01-21 06:00:00,0.0,0.0,0.0
2014-08-28 06:00:00,0.0,0.0,0.0
2013-12-08 16:00:00,0.0,0.0,0.0
2015-03-30 18:00:00,0.0,0.0,0.0
2014-07-31 02:00:00,0.0,0.0,0.0
2014-04-06 10:00:00,0.0,0.0,0.0
2014-02-07 14:00:00,0.04877369,0.0,0.026477146
2015-03-04 04:00:00,0.0,0.0,0.0
2015-08-04 10:00:00,0.0,0.0,0.0
2014-10-28 04:00:00,0.0,0.0,0.0
2014-04-24 22:00:00,0.0,0.0,0.0
2013-12-27 20:00:00,0.0,0.0,0.0
2014-08-03 04:00:00,0.14632107,1.0,1.8276198442
2014-10-07 22:00:00,0.0,0.0,0.0
2015-02-24 12:00:00,0.0,0.0,0.0
2014-04-02 02:00:00,5.741360089,1.0,9.8704013368
2015-12-16 22:00:00,0.0,0.0,0.0
2015-03-15 16:00:00,0.0,0.0,0.0
2014-09-10 20:00:00,0.0,0.0,0.0
2014-08-27 12:00:00,0.0,0.0,0.0
2013-12-21 14:00:00,0.0,0.0,0.0
2015-12-14 16:00:00,0.0,0.0,0.0
2013-12-06 22:00:00,1.059085842,1.0,12.9292084721
2015-01-07 22:00:00,0.0,0.0,0.0
2014-07-06 08:00:00,0.0,0.0,0.0
2015-03-29 18:00:00,0.0,0.0,0.0
2015-08-31 22:00:00,0.0,0.0,0.0
2014-03-19 02:00:00,0.0,0.0,0.0
2015-12-21 12:00:00,0.0,0.0,0.0
2015-01-04 10:00:00,0.0,0.0,0.0
2015-02-15 14:00:00,0.0,0.0,0.0
2014-08-16 08:00:00,0.0,0.0,0.0
2014-09-11 14:00:00,0.0,0.0,0.0
2014-12-25 02:00:00,0.0,0.0,0.0
2015-10-17 00:00:00,0.0,0.0,0.1860367893
2014-12-23 22:00:00,0.0,0.0,0.0
2015-12-10 16:00:00,0.0,0.0,0.0
2014-07-01 18:00:00,0.0,0.0,0.0
2014-12-21 22:00:00,0.0,0.0,0.0
2015-01-26 12:00:00,0.0,0.0,0.0
2014-01-09 16:00:00,0.0,0.0,0.0
2013-12-22 18:00:00,0.0,0.0,0.0
2014-05-20 08:00:00,0.0,0.0,0.021599777
2014-08-21 04:00:00,0.0,0.0,0.0
2015-01-27 00:00:00,0.0,0.0,0.0
2014-04-24 16:00:00,0.0,0.0,0.0
2014-03-13 08:00:00,1.128762542,1.0,2.1355908584
2015-11-25 10:00:00,0.0,0.0,0.0
2014-07-13 00:00:00,0.0,0.0,0.0
2014-05-16 06:00:00,0.0,0.0,0.0
2015-09-27 08:00:00,0.0,0.0,0.0
2015-02-17 22:00:00,0.459866221,1.0,3.2469342249
2014-02-16 14:00:00,4.417502787,1.0,1.8698059188
2015-02-11 02:00:00,0.0,0.0,0.0
2013-12-11 06:00:00,0.0,0.0,0.0
2015-02-26 20:00:00,0.0,0.0,0.0
2014-09-05 16:00:00,0.0,0.0,0.0
2015-03-03 14:00:00,0.0,0.0,0.0
2014-05-13 18:00:00,0.0,0.0,0.0
2014-12-18 10:00:00,0.0,0.0,0.0
2014-02-04 10:00:00,0.0,0.0,0.0
2014-04-19 02:00:00,16.44370123,1.0,8.8329152728
2013-12-21 06:00:00,0.0,0.0,0.0
2015-08-18 22:00:00,0.0,1.0,0.0898829432
2015-11-30 02:00:00,0.0,0.0,0.0
2014-12-05 02:00:00,5.016722408,1.0,8.7869286515
2015-11-30 08:00:00,0.0,0.0,0.0
2014-03-14 10:00:00,0.0,0.0,0.0
2015-11-03 08:00:00,0.0,0.0,0.0
2014-01-19 20:00:00,13.42670011,1.0,16.071627649
2015-03-14 00:00:00,3.678929766,1.0,6.0542084729
2014-04-28 12:00:00,0.0,0.0,0.0
2014-10-24 10:00:00,0.0,0.0,0.0
2015-08-04 02:00:00,0.0,0.0,0.0
2014-08-27 04:00:00,0.0,0.0,0.0
2014-08-07 10:00:00,0.0,0.0,0.0
2014-08-01 08:00:00,0.0,0.0,0.0
2014-09-27 04:00:00,0.0,0.0,0.0
2015-11-12 00:00:00,0.0,0.0,0.0
2014-10-16 00:00:00,0.0696767,0.0,0.0
2015-09-14 02:00:00,0.0,0.0,0.0
2013-12-04 10:00:00,0.0,0.0,0.0
2013-12-03 02:00:00,0.0,0.0,0.013937675081
2015-11-06 22:00:00,0.0,0.0,0.0
2015-09-14 10:00:00,0.0,0.0,0.0
2015-03-24 08:00:00,6.29877369,1.0,8.3577201784
2014-01-22 00:00:00,0.843088071,1.0,1.4785395763
2014-01-19 02:00:00,13.81688963,1.0,12.2937569667
2014-03-14 20:00:00,0.0,0.0,0.0
2014-12-18 02:00:00,0.0,0.0,0.0
2014-02-24 20:00:00,3.198160535,1.0,7.6609531782
2014-06-23 02:00:00,0.0,0.0,0.1233277593
2014-07-14 04:00:00,0.0,0.0,0.0
2014-12-22 16:00:00,0.0,0.0,0.0
2014-01-10 00:00:00,0.0,0.0,0.0
2015-10-19 04:00:00,3.421125975,1.0,3.3319397994
2015-08-11 10:00:00,0.0,0.0,0.0
2015-09-28 18:00:00,0.0,0.0,0.0
2014-07-01 16:00:00,0.0,0.0,0.0
2015-01-25 04:00:00,0.0,0.0,0.0
2014-05-15 10:00:00,0.0,0.0,0.0
2015-10-02 02:00:00,0.0,0.0,0.0
2015-02-16 00:00:00,20.85423634,1.0,14.2781493876
2015-09-08 04:00:00,0.0,0.0,0.0
2015-09-03 06:00:00,0.0,0.0,0.0
2014-08-23 04:00:00,0.0,0.0,0.0
2014-07-10 04:00:00,0.0,0.0,0.0
2015-03-06 16:00:00,0.0,0.0,0.0
2014-10-29 08:00:00,0.0,0.0,0.0
2014-08-21 06:00:00,0.0,0.0,0.0
2015-02-20 10:00:00,1.734949833,0.0,0.1100891862
2014-12-16 16:00:00,0.794314381,1.0,0.051560758
2015-09-29 14:00:00,0.0,0.0,0.0
2015-09-05 10:00:00,0.0,0.0,0.0
2015-03-14 12:00:00,0.0,0.0,0.0
2015-02-05 14:00:00,0.0,1.0,0.0
2014-08-30 18:00:00,0.0,0.0,0.0
2015-10-24 12:00:00,0.0,0.0,0.0
2014-06-27 22:00:00,0.0,0.0,0.0
2015-09-20 02:00:00,0.0,0.0,0.0
2014-10-28 22:00:00,0.0,0.0,0.0
2014-07-07 10:00:00,0.0,0.0,0.2724358973
2015-03-27 18:00:00,0.0,0.0,0.0
2014-04-02 18:00:00,3.978539576,1.0,12.3076923079
2014-05-12 12:00:00,0.0,0.0,0.0
2015-12-02 02:00:00,0.0,0.0,0.0
2015-08-10 18:00:00,0.0,0.0,0.0
2014-10-22 04:00:00,0.0,0.0,0.0
2013-12-22 14:00:00,0.0,0.0,0.0480769231
2015-02-06 18:00:00,0.04877369,1.0,5.4563823861
2014-04-09 20:00:00,0.0,0.0,0.0
2015-03-08 12:00:00,0.0,0.0,0.0
2014-02-05 06:00:00,0.0,0.0,0.0
2014-03-15 04:00:00,0.0,0.0,0.0
2015-01-30 06:00:00,0.0,0.0,0.0
2015-12-03 02:00:00,0.0,0.0,0.0
2014-06-08 16:00:00,0.0,0.0,0.022993311
2014-06-19 06:00:00,26.88823857,1.0,16.2054069114
2015-08-30 10:00:00,0.0,0.0,0.0
2015-12-13 00:00:00,0.0,0.0,0.0
2015-11-27 04:00:00,0.0,0.0,0.0
2014-09-27 12:00:00,0.0,0.0,0.0
2015-08-04 20:00:00,0.0,0.0,0.0
2015-09-19 02:00:00,0.0,1.0,0.7336956521
2014-04-17 22:00:00,23.97575251,1.0,7.0916945374
2015-11-09 20:00:00,0.0,0.0,0.0
2015-03-17 16:00:00,0.0,0.0,0.0
2014-07-29 14:00:00,0.0,0.0,0.0
2015-11-01 12:00:00,0.07664437,1.0,4.5554626536
2014-10-04 14:00:00,0.0,0.0,0.0
2014-07-30 14:00:00,0.0,0.0,0.0
2014-01-28 08:00:00,0.0,0.0,0.0
2015-02-20 14:00:00,0.0,0.0,0.0
2015-11-23 20:00:00,1.588628763,1.0,8.0985228544
2015-09-01 00:00:00,0.0,0.0,0.0
2015-03-11 14:00:00,0.0,0.0,0.0
2014-10-26 18:00:00,0.0,0.0,0.0
2015-03-17 18:00:00,0.21599777,1.0,0.7873467113
2014-01-11 04:00:00,0.0,0.0,0.0
2014-10-06 12:00:00,0.00696767,0.0,0.0
2014-06-19 14:00:00,0.02787068,0.0,0.2362040133
2014-01-29 04:00:00,5.058528428,1.0,3.0072463766
2014-11-01 22:00:00,0.0,0.0,0.0
2014-09-16 18:00:00,0.0,0.0,0.0
2014-10-28 00:00:00,0.0,0.0,0.0
2015-09-28 20:00:00,0.0,0.0,0.0487736901
2015-09-08 08:00:00,0.0,0.0,0.0
2014-07-27 20:00:00,0.0,1.0,1.2931995541
2014-09-04 06:00:00,0.0,0.0,0.0
2014-06-27 08:00:00,0.0,0.0,0.0
2014-05-13 20:00:00,0.0,0.0,0.0
2014-03-22 20:00:00,0.0,0.0,0.0
2015-12-11 08:00:00,0.0,0.0,0.0
2014-01-15 18:00:00,0.0,0.0,0.0
